Hi.	嗨。
Her husband is an excellent cook.	她丈夫是个优秀的厨师。
Her intelligence is self-evident.	她的聪颖是不言而喻的。
Her look says that she loves you.	她的样子在说她爱你。
Her mother will continue to work.	她母亲将继续工作。
Her red dress made her stand out.	她的红色礼服使她引人注目。
Her secret remains untold by now.	她的秘密至今仍未透露。
Her words mitigated my suffering.	她的话减轻了我的痛苦。
His condition has now stabilized.	他的情况稳定下来了.
His conduct speaks him honorable.	他的行为表明他是可敬的。
His debts amount to 5,000 pounds.	他的债务共达五千镑。
His father passed away last year.	他的父亲去年过世了。
His ideas do not conform to mine.	他的想法和我的不一致。
His manner partakes of insolence.	他的态度带有几分傲慢。
His mother is an English teacher.	他的母亲是一位英语教师。
His mother passed away last year.	他母亲去年去世了.
His ploy is to pretend to be ill.	他的手法就是装病。
His self-analysis was unblinking.	他的自剖是勇于面对现实的。
His shirt was stained with sauce.	他的衬衫被酱汁弄脏了。
His son was expelled from school.	他的儿子被学校开除了。
His speech inspired all the boys.	他的演说激励了所有的男孩。
His total deposits are50000 yuan.	他的存款总额达五万元。
His wife gave birth to twin boys.	他的妻子生下了一对双胞胎男孩。
History is not his major subject.	历史不是他的主修课。
How about a drink after the game?	比赛结束后喝一杯怎么样？
How about having dinner together?	一起吃晚餐怎么样?
How are you feeling this morning?	你今天早上感觉如何？
How come you didn't say anything?	你为什么都不说话?
How did you get out of your room?	你怎么从你的房间里出来？
How far does your memory go back?	你能回忆起多久以前的事情？
How long is your spring vacation?	你春假放多久？
How long will you stay in Hakone?	你将在箱根待多久？
How many languages can you speak?	你会说多少种语言?
How many people are in this room?	在这个房间里有多少人？
How many years did Tom work here?	汤姆在这里工作了几年？
Human tissue is made up of cells.	人体的组织是由细胞构成的.
Hurry up, or you'll miss the bus.	快点，否则你会错过公车。
I accept a check in lieu of cash.	我接受支票代替现金。
I advise you to give up drinking.	我劝你戒酒。
I am a Japanese high school girl.	我是一个日本的高中女生。
I am almost 180 centimeters tall.	我差不多180公分高。
I am constantly forgetting names.	我经常忘记别人的名字。
I am expecting a letter from her.	我期待她的来信。
I am in the school football team.	我是学校足球队的队员。
I am interested in Asian history.	我对亚洲的历史很感兴趣。
I am making a verbal translation.	我正在逐字的翻译。
I am the eldest among my cousins.	我是表兄弟姐妹中年龄最大的。
I arrived at the station on time.	我准时到达了车站。
I asked her a difficult question.	我问了她一个难题。
I asked him to go there tomorrow.	我要求他明天去那里。
I attempted to solve the problem.	我试图解决这个问题。
I attended the meeting yesterday.	昨天我出席了会议。
I bought a camera for 30 dollars.	我花30美元买了一台照相机。
I bought several books yesterday.	我昨天买了好几本书。
I bought this book the other day.	我前几天买了这本书。
I brought you a little something.	我给你带了点东西。
I bumped into him at the station.	我在车站碰到他。
I came here specially to see you.	我是专程来看你的.
I can recommend this book to you.	我可以向你推荐这本书。
I can't do anything but obey him.	我除了听从他之外什么也不能做。
I can't help admiring his talent.	我不禁欣赏他的才华。
I can't remember how to go there.	我不记得怎么去那里了。
I can't stand this pain any more.	我不能再忍受这种痛苦了。
I can't wait to go on a vacation.	我等不及要去度假。
I carried the box on my shoulder.	我把盒子扛在肩上。
I caught him peeping at my paper.	他偷看我的论文时，我当场抓住了他。
I caught him stealing the camera.	我抓到他偷相机。
I changed trains at Ueno Station.	我在上野站换火车。
I coach people for English exams.	我为准备英语考试的人做辅导。
I could answer all the questions.	我能回答所有的问题。
I didn't go to school last month.	我上个月没上学。
I didn't have to study yesterday.	我昨天不必读书。
I didn't know where it came from.	我不知道它是从哪里来的。
I didn't need to paint the fence.	我不需要粉刷围墙。
I didn't sleep a wink last night.	我昨晚没睡。
I do not like my monotonous work.	我不喜欢我那单调乏味的工作。
I do not want any bananas at all.	我一点也不要香蕉。
I don't blame you for doing that.	我不怪你那样做。
I don't expect anything from you.	我不指望从你身上得到什么。
I don't have any other questions.	我没有别的问题了。
I don't have the address with me.	我身上没带这个地址。
I don't know and neither does he.	我不知道，他也不知道。
I don't know what day he'll come.	我不知道他星期几会来。
I don't like the taste of onions.	我不喜欢洋葱的味道。
I don't mind waiting for a while.	我不介意等一会儿。
I don't mind walking in the rain.	我不介意在雨中漫步。
I don't need you or anybody else.	我不需要你或别的人。
I don't think I'll ever meet him.	我不认为我会再跟他见面。
I don't think anyone can do this.	我认为没人能做到。
I don't think that she will come.	我不认为她会来。
I don't understand German at all.	我一点也不懂德语。
I don't want to take such a risk.	我不想承担这样一个风险。
I don't want your stinking money.	我才不要你的臭钱呢.
I dreamt about flying last night.	昨夜我梦见我在飞翔.
I expect her back by six o'clock.	我希望她六点前回来。
I explained the reason in detail.	我详细地解释了原因。
I feel we're going to get better.	我感觉我们将要变得更好。
I felt a drop of rain on my head.	我感觉有滴雨落在头上。
I find politics very interesting.	我对政治很感兴趣。
I forgot the date of the meeting.	我忘了会议的日期。
I forgot to give him the message.	我忘了告诉他这个消息。
I found it easy to speak English.	我发觉说英语很简单。
I found this in your desk drawer.	我在你的桌子抽屉里找到了这个。
I gave you credit for more sense.	我过去相信你是有见识的人。
I give you credit for more sense.	我相信你是有见识的人。
I go to the country every summer.	我每年夏天都去乡下。
I had a strange dream last night.	我昨晚做了一个奇怪的梦。
I had to work overtime yesterday.	我昨天必须加班。
I have a reservation for tonight.	我有今晚的预订。
I have already washed the dishes.	我已经洗了碗盘。
I have been seeking it all round.	我一直在四处寻找它。
I have just finished my homework.	我刚刚完成我的作业。
I have lived in Tokyo since 1985.	我从1985年开始就一直住在东京。
I have never heard of this actor.	我从没听说过这个演员。
I have never seen an arctic bear.	我从未见过北极熊。
I have no objection to your plan.	我不反对你的计划。
I have no place to sleep tonight.	我今晚没地方睡觉。
I have visited Kyoto three times.	我去过京都三次。
I heard it on the 7 o'clock news.	我在七点钟的新闻报道中听到了这则消息。
I helped my father with the work.	我帮我父亲做这个工作。
I hope he hasn't had an accident.	我希望他没发生意外。
I intend to go to the barbershop.	我打算去理发店。
I know nothing about agriculture.	我对农业一窍不通。
I like my chicken medium well do.	我爱吃做得中等熟的鸡肉。
I like taking walks in the woods.	我喜欢在树林里散步。
I like winter better than summer.	我喜欢冬天胜过夏天。
I lived in Japan three years ago.	我三年前住在日本。
I lost several pounds last month.	我上个月瘦了好几磅。
I love you more than anyone else.	我爱你胜过其他任何一个人。
